,Unnamed: 0,Description,Category,Predictions,Verify
490,2301,sent thursday pass hello have lost badge pass could you please advise what should kind regards engineer,Security,Security,TRUE
491,878,forgot cable cable return,Database,Database,TRUE
492,1071,re migration has assigned hello base please assign order complete changes required also under best regards,Network,Application,FALSE
493,2460,sent wednesday march phones working hello could you please assign ticket we have contact today during phone outage started today sd thanks leader,Network,Network,TRUE
494,2372,card lac sent tuesday november card lac bun care lac se card se la electromagnetic parte care la,Security,Security,TRUE
495,2058,few days left for tax filing due date file your taxes could you please believe kind virus sent monday july few days left for tax filing due date file your taxes hi made tax filing much easier faster year you need form finish your tax filing less than minutes start you can file yourself for free matter how complex your returns have switched jobs multiple form individuals having income gains interest etc foreign income income deputation start please file avoid rush before last date thanks st july onwards mandatory link your pan with mention your returns if you have for you can mention enrollment number your returns if you would like receive these please here,Security,Security,TRUE
496,1966,detected unauthorized attempting access control name location old broad street rack contact serial device date code warning detected unauthorized attempting access control console interface,Security,Security,TRUE
497,2525,sent wednesday february belgrade issues importance high hi please could you investigate connection issues for belgrade most guys constantly switching get rest work experiencing myself moment would be know root cause problem evident client visit sitting next kind regards head ext,Network,Network,TRUE
498,1436,re dear please help by assigning badge colleague she has started work badge assigned currently has visitor badge thanks blvd floor district july pm re hi please find enclosed completed regards upcoming holiday july floor blvd district friday re hello va ca friday pm hello please fill date thank administration officer,User Maintenance,User Maintenance,TRUE
499,231,dear please help raising thanks,Application,Application,TRUE
500,880,re upgrade dear same story same tickets thanks kind regards engineer december upgrade dear please log tickets assign expanding her drive order needed win upgrade helping installing thank kind regards engineer,Database,Database,TRUE
501,2228,glide notification inbound ab,Security,Security,TRUE
502,1455,wednesday la casa hello ii card la casa care cafeteria available wednesday la casa va ne la alt card va,User Maintenance,User Maintenance,TRUE
503,2693,sent thursday access kick off folder urgent request hi access projects kickoff lost again can you please check can you check for also please seems like have access anymore top priority please thank you manager,Network,Security,FALSE
504,2333,sent tuesday december event notification data event th floor front door open source et front details details details,Security,Security,TRUE
505,532,holiday query myself colleague querying database has changed automatically days holidays entitled days less holidays which equal attached screen accrual plan balance displays periodic accrual also unsure balance calculation date shown tried changing defaults back filling weekly sheet holidays automatically entered please regards presence central quay glasgow,Application,Application,TRUE
506,2481,sent saturday march cannot access resources through importance high hi cannot access directly have use machine can access those please treat urgent matter since have release site th march cannot make large data through bring files fact database data queried over machine move them another machine regards,Network,Network,TRUE
507,2319,sent thursday re card se la sent thursday december card va sa se va la data analyst ext hub,Security,Security,TRUE
508,2223,sent wednesday march re la cleaning care full ca ultima data care va sa conform members card cleaning pal cleaning full cleaning manager,Security,Security,TRUE
509,2055,sent friday re deactivate card hello card deactivated have tower rom confidentiality notice content communication represents confidential proprietary information please consider environment before printing sent friday deactivate card hello kindly deactivate visitor card visitor thank you manager,Security,Security,TRUE
510,1845,re starter card enabling center starter card enabling center se la va thursday pm starter card enabling center starter card enabling center hello please activate cards thanks kind regards analyst ext hub,Security,User Maintenance,FALSE
511,1745,december program bun mb december re program se va si si bailor la si se va ca fax mobil re program se partial personal si la se stop la si la tot personal la si minim ca care vine,User Maintenance,User Maintenance,TRUE
512,2846,sent wednesday october re creative renewal hi beside license please investigate help with space more space partition thank you design lead en,Database,Database,TRUE
513,2158,sent friday enable access area for cleaning hello cleaning with th floor needs access area her card her card worked fine until yesterday but after her access stopped she able enter space please help solve situation possible thank you manager,Security,Security,TRUE
514,17,mailbox almost hi mailbox almost kind thanks regards senior infrastructure engineer infrastructure upcoming holiday none id,Application,Application,TRUE
515,2936,sent wednesday card reader working se pare la la ave idee set se sent tuesday card reader working bun la sent tuesday card reader working cum tine tine si tie forward la la lac senior analyst sent tuesday card reader working hi th floor card reader door leads toward lake working someone left defect sign but one send signaling issue could you please check thank you registered under number whose registered old broad street kingdom does provide any clients each subsidiaries separate,Database,Security,FALSE
516,711,purchase po dear purchased please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link please receipt number kind regards administrator,Database,Database,TRUE
517,2145,original message sent monday possible virus laptop hi there might be virus machine started send invites across disconnected what should be next steps resolve thanks sent,Security,Security,TRUE
518,690,memory upgrade hi noticed memory received upgrade senior developer,Database,Database,TRUE
519,793,status old hi dear old keep period needed purpose essentially take period until client give more hardware resources more details please thank cheers senior software engineer ext,Database,Application,FALSE
520,2291,sent thursday th floor door hello guys th floor front door can be without using badges can you please help with thank you manager,Security,Security,TRUE
521,2744,have permission install drivers,Database,Database,TRUE
522,1311,secured area tower starting hello please secured area tower colleagues supposed tomorrow st november kindly please approve thank regards officer,User Maintenance,User Maintenance,TRUE
523,888,additional dear has installed his please help installation additional regards,Database,Database,TRUE
524,440,dear colleagues urgently hire starter form attached please create him apologize short terms inconvenience caused great,Application,Application,TRUE
525,1895,tuesday pm re secure areas hi secure area approved regards secure areas hi kindly ask assistance secure areas kind regards mobile,Security,User Maintenance,FALSE
526,2766,sent monday november request for wireless mouse importance high hi mouse broken need wireless mouse morning if possible thanks head corporate,Database,Database,TRUE
527,2788,issues with cannot connect any sent tuesday november laptop short term assignment hello la si si updates si sa la la face update ca la ca ca adapter la disable enable restart la laptop si se la disable enable restart se merge initial ca si si available la ca sa call pot sa mine se personal care si update,Database,Security,FALSE
528,2332,reported infected with virus,Security,Database,FALSE
529,473,pipeline code creation hi please create code client level enter pipeline opportunity client vice president client transportation,Application,Application,TRUE
530,1562,friday pm re permanent cards required great thanks understanding ask ask work oms allocate visitor cards visitor apply configuration these kind regards re permanent cards required had short discussion client representative decided proposal visitor card expires ground floor facilities floors next steps issues cards thanks friday pm re permanent cards required sorry sounds wrong problem pretty told let alone sponsors were planning allow members client ability wander around offices spaces unaccompanied which assume even displaying visitor id cards pleased hear teams currently based floor too least run floor although restricted floor where rest running expect equally concerned by way note meeting yesterday critical approach moment sort offices floors semi permanent bases client difficult approve restricting floor described granting floors kind regards re permanent cards required hi confirmed folks screened floors because happens frequently meetings other floors due meetings rooms floor available problem floors thanks thursday pm re permanent cards required hi which other clients taking floor where running assume single floor other clients competitive broadest sense probably other clients more careful competitors floor allocate existing visitor id card each employees which must sign usual way retain duration required create custom profile visitor cards ground floor turnstiles floor where run cafeteria area ground floor needed too visitor cards expire automatically st october later give date these background checked equivalent performed by course kind regards re permanent cards required hi several contracts confidentiality clauses included view covered understanding these folks subject background further dedicated cards please come back response regarding background asap thanks wednesday pm re permanent cards required hi provide cards these users must required sign confidentiality disclosure agreement restrict physical area where work because restricted expect located shared floor alongside other clients probably provide suitable has way suitable also confirmation employer these folks subject background checks had assume theory restrict floor floor where run cafeteria area ground floor needed too cards also restricted hrs working days friday pre configured expire deny months st october later date provide date want response responsible physical building which includes third party granted routine consider other clients whose learn employees clients had routine least floor building kind regards permanent cards required hello please advise thanks kind regards analyst ext hub tuesday pm permanent cards hello please advise thanks kind regards analyst ext hub pm permanent cards la care vin va semi thanks,User Maintenance,Security,FALSE
531,2827,could find blocked printer,Database,Network,FALSE
532,1864,february mine bun junk,Security,Application,FALSE
533,2468,sent thursday march machine down hi could you please help checking server down we need work machine available can you help order start machine again thanks design lead,Network,Network,TRUE
534,1422,re card ca va card card va,User Maintenance,User Maintenance,TRUE
535,685,complete colombia dear please help completed form internship student intern joining well please complete going his where he going seated thank compliance officer colombia,Database,Database,TRUE
536,624,subscription professional azure,Database,Network,FALSE
537,2188,sent tuesday lost access card hello lost her access card please activate instead card used belong thanks manager,Security,Security,TRUE
538,2960,sent thursday problems with pc dear want let you know there some problems with pc works quite slowly lately screen appears often shuts down without any cause please help resolve issue regards tester en,Database,Database,TRUE
539,1869,february re card bun se la bun february pm card va care va ne va ne analyst ext hub,Security,User Maintenance,FALSE
540,2398,va sa mine sis ca el va analyst ext hub,Security,Security,TRUE
541,2598,sent friday december restart hello can you please log assign our queue for restart thank you best regards senior engineer en,Network,Network,TRUE
542,1412,re card ne la,User Maintenance,User Maintenance,TRUE
543,557,please provide tech radar dear please help radar colleagues thanks senior test lead,Application,Application,TRUE
544,2458,sent wednesday march virtual machines down hello we have two virtual machines testing side test test down we need them run automated tests tonight could you please investigate with high priority best regards test consultant en,Network,Network,TRUE
545,397,storage dear colleagues please folder best regards,Application,Network,FALSE
546,251,re which pm hi please take myself remember made similar adjustment recently where adjusted certain expenditure items followed rules let further information please assign thanks re which pm thanks please make change which pm currently pm table charged against these suggest change rule charged these approved let agree thanks,Application,User Maintenance,FALSE
547,2169,sent tuesday lost pass card hi today morning realized lost pass card used friday for last would like ask you block lost one provide one please thanks tester en,Security,Security,TRUE
548,922,urgent la la tip ca se si fie care senior tester,Network,Network,TRUE
549,2998,sent wednesday july hi please log incident for laptop be sent thanks engineer managed got feedback sent july re hello thank you very much for your assistance kind regards engineer managed got feedback sent july re mo el ticket con el colombia en pol el info la en la ext el re we have another way submit guaranties process you can go link menu id for warranty repair diagnostics follow steps attached for moment we have information but promise get english for you confirmed tomorrow ask for ticket send thank you much regards sales rep colombia twitter forums si con el el relational sales manager phone sent tuesday july re please send serial part number machine open case send number for respective tracking stay tuned colombia en pol el info la en la ext el re hi sorry about confusion need dial internationally through our though does seem work kind regards engineer managed got feedback sent july re number dial like shows number thank you regards sales rep colombia twitter forums si con el el relational sales manager phone sent tuesday july re hi number assuming took through minutes phone advertisement if phone for raising tickets believe way go kind regards engineer managed got feedback sent july re dear you need call open ticket number when you get please send process inside solve problem we can thank you much apologize inconvenience regards sales rep colombia twitter forums si con el el relational sales manager phone sent tuesday july hello one showing any activity screen fresh out what process having kind regards engineer managed,Database,Security,FALSE
550,837,purchase po dear purchased monitor inch because order please attached file please log allocation kind regards administrator,Database,Database,TRUE
551,999,folder storage hi please folder related currently assigned storage lead thank tester,Network,Network,TRUE
552,2314,sent wednesday lost access card hi our colleague lost his access card please activate instead card for him thanks manager,Security,Security,TRUE
553,640,hello received po sn deep cool black po sn please advise log kind regards engineer ext,Database,Database,TRUE
554,252,re clients add hi thank re doing fine well clients added visible tomorrow hi please log thank kind regards analyst clients add hi well writing kind add clients client name client marathon client name icon client tuition st rd kingdom thank help kind regards mobility officer ext,Application,Application,TRUE
555,1626,tuesday march pm visitor cards review hi please each location where visitor cards make information control matches reality physical cards oms possession discrepancy must corrected appropriately recorded spreadsheet liaise oms each location questions please hesitate thanks,User Maintenance,User Maintenance,TRUE
556,2248,sent tuesday february important hi could you raise ticket with summary whale fraud received look alike domain assign please we investigating origin received should record details properly kind regards sent february important dear sending you second fraudulent received by week thank you for taking further action have great accounts payable sent tuesday february important hi have you got minute currently tied up meeting we need make for invoice needs for today appreciate if you can handle let know can pass across further information you thanks best regards sent,Security,Database,FALSE
557,2655,sent tuesday november area issue importance high dear teams moved th floor th we faced area issue everybody should use wireless connection please open ticket for investigation with high importance thanks lead,Network,Network,TRUE
558,2560,sent tuesday quiz hello dear can you please tell why working quiz machine quiz thank you design lead en,Network,Database,FALSE
559,1119,dear hoping somewhere currently test cannot interface serial port thank kind regards engineer,Network,Network,TRUE
560,2436,sent wednesday march hello have but can server transfer some files can you please assist best regards engineer,Network,Network,TRUE
561,1649,friday march pm cards usage hi please offices each location course assign teams order cards defined control which were more than days cards find out these cards were members please response relevant evidence print screens reports extracted application etc thanks,User Maintenance,Security,FALSE
562,1018,please assist creating pool rule tower according,Network,Database,FALSE
563,2748,sent monday november issues hello got laptop for months already intern spotted there specific period when computer disk memory loaded by processes task manager performance shows freezes mostly when loading but also randomly but looking processes summing them get but even less than there something wrong mentor advised could be some hardware issue after looking logs please check request thank you,Database,Database,TRUE
564,1239,card leaver hello la si,User Maintenance,User Maintenance,TRUE
565,1092,hardware token starts hi please find best regards analyst ext thursday pm re hardware token starts thing got stuck post kind regards engineer re hardware token starts hello sd please call assign token please give token sn best regards senior engineer please consider environment print thursday pm re hardware token starts got several tokens ones ones well problem let re existing kind regards engineer hardware token starts hi presume leaving free assign give number etc thanks planning officer infrastructure upcoming holiday none please consider environment print,Network,Application,FALSE
566,1926,badge lost completely irretrievable dear unfortunate be looks like lost badge areas during moving apartment searches for have fruitless please deactivate looks like ll need one too best regards senior tester en,Security,Security,TRUE
567,192,error hi tried delete error occurred please attached please advise thank best regards user acceptance test tem tv,Application,Application,TRUE
568,172,dear please provide charge facility benefits contracts thank head,Application,Application,TRUE
569,2130,sent monday event notification data event th floor balcony door open source balcony details details details,Security,Security,TRUE
570,2603,connection was down for investigate why problem,Network,Network,TRUE
571,204,via dear please he logging different user than possible him also option sign everyone make process he losing rights kind regards officer,Application,Application,TRUE
572,245,wants testing please thank accept decline requests,Application,Application,TRUE
573,891,clean install hi please provide clean install thanks,Database,Database,TRUE
574,773,drive dear borrow drive back format disks regards senior engineer,Database,Network,FALSE
575,754,connector hi got connecter thanks regards,Database,Application,FALSE
576,458,starter discipline dear please informed candidate accepted job offer become within discipline st february senior analyst cl please create his credentials per attached form thank best regards specialist,Application,Application,TRUE
577,2746,hi please log ticket for had cables replaced interrupted signal thanks,Database,Application,FALSE
578,121,auditing module hi please auditing module more details please let thank kind regards accounts payable,Application,Application,TRUE
579,1415,re starter testing discipline card assistants starter testing discipline dear please informed candidate accepted job offer testing discipline senior tester please create his credentials per attached form thank,User Maintenance,User Maintenance,TRUE
580,1171,thursday pm issues storage folder accessible hello please advised share storage temp configured everyone few years ago tower st printer installed tower st printer folder option installed folder configured directly folder then move personal please advise review copy personal files folder advise keep personal delete approve script delete automatically folder contents st similar way storage temp folder thank further details please let best regards senior engineer,Network,Network,TRUE
581,2842,sent wednesday october re creative renewal hello request below should probably be directed thanks analyst sent wednesday october re creative renewal hi beside license please investigate help with space more space partition thank you design lead en sent wednesday october re creative renewal hi seems like creative licence expired can you please renew urgent thanks sent monday re creative renewal hi yes still using creative if license expires need renewed thanks sent monday creative renewal dear could you please kindly confirm if you still using your creative licenses if you need them be renewed we preparing for renewals please only thanks for your understanding cooperation analyst,Database,Database,TRUE
582,2392,sent friday october lost access card good morning want inform you lost access card continue look for these days regards developer en,Security,Security,TRUE
583,536,usage dear please approve usage kind specialist,Application,Application,TRUE
584,2651,there issue with vagrant virtual with please could you please downgrade,Network,Network,TRUE
585,554,hello also please help thank,Application,Application,TRUE
586,1278,card si,User Maintenance,User Maintenance,TRUE
587,547,hi guys please users back passwords thanks senior engineer hi passwords due expire next few days please passwords thank kind regards fax unit industrial centre cambridge please consider environment communication print views expressed individual except where specifically stated view subsidiaries addressed customers opinions advice contained subject relevant terms reserves right monitor communications networks notice intended solely named recipient contain privileged confidential information intended please notify immediately destroy must copy distribute take action reliance upon whilst efforts made safeguard cannot attachments virus free compatible accept liability respect viruses computer problems experienced important card details by,Application,Application,TRUE
588,1769,friday december pm re starter form hi updated form attached thanks head testing friday december starter form ext,User Maintenance,User Maintenance,TRUE
589,305,tool instance hi please log under name assign queue regards friday pm re tool instance hey yeas please date until po cheers senior re tool instance hey please make log machine required change date machine date estimated date let update instance cheers friday pm re tool instance hi develop colombia progress more information let cheers senior tool instance importance high hello please let instance name tool type medium kind regards leader,Application,Network,FALSE
590,2217,sent tuesday march lost access card hello today have lost access card dropped card fell through gap between elevator lobby have access card assigned please br information,Security,Security,TRUE
591,185,induction materials dear please provide location induction materials view thanks kind regards,Application,Application,TRUE
592,2929,sent monday october ticket for dear please open ticket problem with his laptop os boot thank you engineer ext en,Database,Database,TRUE
593,189,re hi please assign person best regards analyst tuesday pm hello question related member forgot log his st december advice how add order submitted approved november which had include st december approved by pm please let more information thanks officer,Application,User Maintenance,FALSE
594,2745,can connect server through remote remote desktop connection,Database,Network,FALSE
595,994,elastic stack location hi client has requested dashboard present app statistics elastic deployed machine link logging please make tool pages available solve thank agile pm elastic stack deploy logging senior developer,Network,Application,FALSE
596,73,configuration periscope hello working component called periscope test environments configured infrastructure provide infrastructure monitoring please based attached document added document created please also add front name avoid confusion thank let additional details regards,Application,Network,FALSE
597,1062,hi help solve issue faced android phones currently by test app cannot somehow solve asap because blocks work process his thank,Network,Database,FALSE
598,792,install dear please log assign putting instead thank kind regards engineer,Database,Database,TRUE
599,1069,confluence hello dear please provide rights confluence databases thank best wishes engineer,Network,Application,FALSE
